Herausgeber;Link;Kurzbeschreibung;Region;Letztes Update;Filter
Eyes On Earth;https://eyes.nasa.gov/apps/earth;Visualisierung verschiedener Umweltmissionen und -parameter (Vital Signs of the Earth);Global;2025-04-22T00:00:00Z;Visualisierung
Crop Monitor;https://www.cropmonitor.org;Globale Datenprodukte zur landwirtschaftlichen Produktion;Global;2025-04-22T00:00:00Z;Global
Crop Monitor;https://www.cropmonitor.org;Globale Datenprodukte zur landwirtschaftlichen Produktion;Global;2025-04-22T00:00:00Z;Physisch-Geographisch
Crop Monitor;https://www.cropmonitor.org;Globale Datenprodukte zur landwirtschaftlichen Produktion;Global;2025-04-22T00:00:00Z;Fernerkundung
Crop Monitor;https://www.cropmonitor.org;Globale Datenprodukte zur landwirtschaftlichen Produktion;Global;2025-04-22T00:00:00Z;Landnutzung
Crop Monitor;https://www.cropmonitor.org;Globale Datenprodukte zur landwirtschaftlichen Produktion;Global;2025-04-22T00:00:00Z;Landwirtschaft
Baden-Württemberg in 3D;https://3dweb.lgl-bw.de/BW-3D/;Visualisierung dreidimensionaler Geobasisdaten, Sichtbarkeitsanalysen, Bildflug;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Baden-Wuerttemberg
Baden-Württemberg in 3D;https://3dweb.lgl-bw.de/BW-3D/;Visualisierung dreidimensionaler Geobasisdaten, Sichtbarkeitsanalysen, Bildflug;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Sonstige
Baden-Württemberg in 3D;https://3dweb.lgl-bw.de/BW-3D/;Visualisierung dreidimensionaler Geobasisdaten, Sichtbarkeitsanalysen, Bildflug;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Informationsportal
Baden-Württemberg in 3D;https://3dweb.lgl-bw.de/BW-3D/;Visualisierung dreidimensionaler Geobasisdaten, Sichtbarkeitsanalysen, Bildflug;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Informationsportal
Baden-Württemberg in 3D;https://3dweb.lgl-bw.de/BW-3D/;Visualisierung dreidimensionaler Geobasisdaten, Sichtbarkeitsanalysen, Bildflug;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Fernerkundung
Baden-Württemberg in 3D;https://3dweb.lgl-bw.de/BW-3D/;Visualisierung dreidimensionaler Geobasisdaten, Sichtbarkeitsanalysen, Bildflug;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Staedte
ESA Third Party Missions;https://tpm-ds.eo.esa.int/oads/access/collection;Nach Registrierung frei zugängliche Satellitendaten aus meist kommerziellen Missionen, die im Rahmen von ESA-Förderungen bereitgestellt werden konnten;Global;2025-04-22T00:00:00Z;Global
ESA Third Party Missions;https://tpm-ds.eo.esa.int/oads/access/collection;Nach Registrierung frei zugängliche Satellitendaten aus meist kommerziellen Missionen, die im Rahmen von ESA-Förderungen bereitgestellt werden konnten;Global;2025-04-22T00:00:00Z;Sonstige
ESA Third Party Missions;https://tpm-ds.eo.esa.int/oads/access/collection;Nach Registrierung frei zugängliche Satellitendaten aus meist kommerziellen Missionen, die im Rahmen von ESA-Förderungen bereitgestellt werden konnten;Global;2025-04-22T00:00:00Z;Fernerkundung
Geospatial DataScience;https://blog.gishub.org;Blog zur Verarbeitung von Geodaten und Satellitenbildern mit Skriptsprachen;;2025-04-22T00:00:00Z;Sonstige
Geospatial DataScience;https://blog.gishub.org;Blog zur Verarbeitung von Geodaten und Satellitenbildern mit Skriptsprachen;;2025-04-22T00:00:00Z;Tutorials
GeoTrees;https://geo-trees.org;Freie Sammlung von Geländemessungen zur Biomasse;Global;2025-04-22T00:00:00Z;Global
GeoTrees;https://geo-trees.org;Freie Sammlung von Geländemessungen zur Biomasse;Global;2025-04-22T00:00:00Z;Physisch-Geographisch
GeoTrees;https://geo-trees.org;Freie Sammlung von Geländemessungen zur Biomasse;Global;2025-04-22T00:00:00Z;Fernerkundung
GeoTrees;https://geo-trees.org;Freie Sammlung von Geländemessungen zur Biomasse;Global;2025-04-22T00:00:00Z;Flora-Fauna
Global Surface Water Explorer;https://global-surface-water.appspot.com/;Visualisierung der Dynamiken von Wasserflächen 1984-2021;Global;2025-04-22T00:00:00Z;Global
Global Surface Water Explorer;https://global-surface-water.appspot.com/;Visualisierung der Dynamiken von Wasserflächen 1984-2021;Global;2025-04-22T00:00:00Z;Physisch-Geographisch
Global Surface Water Explorer;https://global-surface-water.appspot.com/;Visualisierung der Dynamiken von Wasserflächen 1984-2021;Global;2025-04-22T00:00:00Z;Informationsportal
Global Surface Water Explorer;https://global-surface-water.appspot.com/;Visualisierung der Dynamiken von Wasserflächen 1984-2021;Global;2025-04-22T00:00:00Z;Fernerkundung
Global Surface Water Explorer;https://global-surface-water.appspot.com/;Visualisierung der Dynamiken von Wasserflächen 1984-2021;Global;2025-04-22T00:00:00Z;Hydrologie
Indikatoren zur Raum- und Stadtentwicklung;https://www.inkar.de;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Deutschland
Indikatoren zur Raum- und Stadtentwicklung;https://www.inkar.de;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Physisch-Geographisch
Indikatoren zur Raum- und Stadtentwicklung;https://www.inkar.de;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Humangeographisch
Indikatoren zur Raum- und Stadtentwicklung;https://www.inkar.de;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Umweltdaten
Indikatoren zur Raum- und Stadtentwicklung;https://www.inkar.de;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Administrativ
Indikatoren zur Raum- und Stadtentwicklung;https://www.inkar.de;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Bevoelkerung
Regionalstatistik;https://www.regionalstatistik.de/genesis/online;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Deutschland
Regionalstatistik;https://www.regionalstatistik.de/genesis/online;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Physisch-Geographisch
Regionalstatistik;https://www.regionalstatistik.de/genesis/online;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Humangeographisch
Regionalstatistik;https://www.regionalstatistik.de/genesis/online;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Umweltdaten
Regionalstatistik;https://www.regionalstatistik.de/genesis/online;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Administrativ
Regionalstatistik;https://www.regionalstatistik.de/genesis/online;Umfangreiche statistische Daten mit Raumbezug (Gemeinde, Landkreis, Bundesland);Deutschland;2025-04-22T00:00:00Z;Bevoelkerung
IÖR-Monitor der Siedlungs- und Freiraumentwicklung;https://monitor.ioer.de;Umfangreicher Atlas an Indikatoren zur nachhaltigen Entwicklung;Deutschland;2025-04-22T00:00:00Z;Deutschland
IÖR-Monitor der Siedlungs- und Freiraumentwicklung;https://monitor.ioer.de;Umfangreicher Atlas an Indikatoren zur nachhaltigen Entwicklung;Deutschland;2025-04-22T00:00:00Z;Physisch-Geographisch
IÖR-Monitor der Siedlungs- und Freiraumentwicklung;https://monitor.ioer.de;Umfangreicher Atlas an Indikatoren zur nachhaltigen Entwicklung;Deutschland;2025-04-22T00:00:00Z;Humangeographisch
IÖR-Monitor der Siedlungs- und Freiraumentwicklung;https://monitor.ioer.de;Umfangreicher Atlas an Indikatoren zur nachhaltigen Entwicklung;Deutschland;2025-04-22T00:00:00Z;Umweltdaten
IÖR-Monitor der Siedlungs- und Freiraumentwicklung;https://monitor.ioer.de;Umfangreicher Atlas an Indikatoren zur nachhaltigen Entwicklung;Deutschland;2025-04-22T00:00:00Z;Administrativ
IÖR-Monitor der Siedlungs- und Freiraumentwicklung;https://monitor.ioer.de;Umfangreicher Atlas an Indikatoren zur nachhaltigen Entwicklung;Deutschland;2025-04-22T00:00:00Z;Bevoelkerung
Global Human Settlement Layer;https://human-settlement.emergency.copernicus.eu/download.php;Globale Datensätze zur Siedlungsstruktur und -entwicklung;Global;2025-04-22T00:00:00Z;Global
Global Human Settlement Layer;https://human-settlement.emergency.copernicus.eu/download.php;Globale Datensätze zur Siedlungsstruktur und -entwicklung;Global;2025-04-22T00:00:00Z;Humangeographisch
Global Human Settlement Layer;https://human-settlement.emergency.copernicus.eu/download.php;Globale Datensätze zur Siedlungsstruktur und -entwicklung;Global;2025-04-22T00:00:00Z;Staedte
Global Human Settlement Layer;https://human-settlement.emergency.copernicus.eu/download.php;Globale Datensätze zur Siedlungsstruktur und -entwicklung;Global;2025-04-22T00:00:00Z;Bevoelkerung
Klimaatlas BW;https://www.klimaatlas-bw.de/;Abfrage und Visualisierung der Folgen des Klimawandels in Baden-Württemberg;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Baden-Wuerttemberg
Klimaatlas BW;https://www.klimaatlas-bw.de/;Abfrage und Visualisierung der Folgen des Klimawandels in Baden-Württemberg;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Physisch-Geographisch
Klimaatlas BW;https://www.klimaatlas-bw.de/;Abfrage und Visualisierung der Folgen des Klimawandels in Baden-Württemberg;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Informationsportal
Klimaatlas BW;https://www.klimaatlas-bw.de/;Abfrage und Visualisierung der Folgen des Klimawandels in Baden-Württemberg;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Klima-Wetter
Hochwasseratlas;https://tigis.bkg.bund.de/hochwasseratlas/;Deutschlandweites Monitoring ausgewählter Flusspegelstände;Deutschland;2025-04-22T00:00:00Z;Deutschland
Hochwasseratlas;https://tigis.bkg.bund.de/hochwasseratlas/;Deutschlandweites Monitoring ausgewählter Flusspegelstände;Deutschland;2025-04-22T00:00:00Z;Physisch-Geographisch
Hochwasseratlas;https://tigis.bkg.bund.de/hochwasseratlas/;Deutschlandweites Monitoring ausgewählter Flusspegelstände;Deutschland;2025-04-22T00:00:00Z;Informationsportal
Hochwasseratlas;https://tigis.bkg.bund.de/hochwasseratlas/;Deutschlandweites Monitoring ausgewählter Flusspegelstände;Deutschland;2025-04-22T00:00:00Z;Klima-Wetter
Hochwasseratlas;https://tigis.bkg.bund.de/hochwasseratlas/;Deutschlandweites Monitoring ausgewählter Flusspegelstände;Deutschland;2025-04-22T00:00:00Z;Hydrologie
Hochwasseratlas;https://tigis.bkg.bund.de/hochwasseratlas/;Deutschlandweites Monitoring ausgewählter Flusspegelstände;Deutschland;2025-04-22T00:00:00Z;Visualisierung
Hochwasservorhersagezentrale Baden-Württemberg;https://www.hvz.baden-wuerttemberg.de;Landesweite Sammlung offizieller Pegeldaten, Abfrage aktueller und durchschnittlicher Kennwerte;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Baden-Wuerttemberg
Hochwasservorhersagezentrale Baden-Württemberg;https://www.hvz.baden-wuerttemberg.de;Landesweite Sammlung offizieller Pegeldaten, Abfrage aktueller und durchschnittlicher Kennwerte;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Physisch-Geographisch
Hochwasservorhersagezentrale Baden-Württemberg;https://www.hvz.baden-wuerttemberg.de;Landesweite Sammlung offizieller Pegeldaten, Abfrage aktueller und durchschnittlicher Kennwerte;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Informationsportal
Hochwasservorhersagezentrale Baden-Württemberg;https://www.hvz.baden-wuerttemberg.de;Landesweite Sammlung offizieller Pegeldaten, Abfrage aktueller und durchschnittlicher Kennwerte;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Klima-Wetter
Hochwasservorhersagezentrale Baden-Württemberg;https://www.hvz.baden-wuerttemberg.de;Landesweite Sammlung offizieller Pegeldaten, Abfrage aktueller und durchschnittlicher Kennwerte;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Hydrologie
Hochwasservorhersagezentrale Baden-Württemberg;https://www.hvz.baden-wuerttemberg.de;Landesweite Sammlung offizieller Pegeldaten, Abfrage aktueller und durchschnittlicher Kennwerte;Baden-Wuerttemberg;2025-04-22T00:00:00Z;Visualisierung
